Department,Salary,Year
Office of the City Manager,"113,144.80",2016
Engineering Services,"80,530.36",2016
Engineering Services,"86,085.57",2016
Board of Parks & Recreation,"143,012.04",2016
Vancouver Public Library Board,"85,240.94",2016
Engineering Services,"93,545.58",2016
"Finance, Risk & Supply Chain Mgt","91,184.09",2016
Engineering Services,"98,430.56",2016
Fire and Rescue Services,"116,358.56",2016
Community Services,"92,266.55",2016
Board of Parks & Recreation,"111,663.24",2016
Engineering Services,"142,878.32",2016
Fire and Rescue Services,"90,301.65",2016
Fire and Rescue Services,"97,908.34",2016
Real Estate & Facilities Mgmt,"85,935.41",2016
Fire and Rescue Services,"118,490.17",2016
Real Estate & Facilities Mgmt,"91,684.90",2016
Engineering Services,"76,070.06",2016
Engineering Services,"89,607.87",2016
Engineering Services,"80,991.74",2016
Fire and Rescue Services,"116,231.59",2016
Human Resources,"100,812.55",2016
Office of the City Manager,"85,506.46",2016
"IT, Digital Strategy & 311","103,228.94",2016
Engineering Services,"82,373.22",2016
"Finance, Risk & Supply Chain Mgt","118,380.80",2016
Law Department,"190,965.13",2016
Fire and Rescue Services,"95,971.20",2016
Mayor & City Council,"91,554.47",2016
Board of Parks & Recreation,"149,237.11",2016
Engineering Services,"82,851.25",2016
Engineering Services,"78,611.06",2016
"Finance, Risk & Supply Chain Mgt","117,090.32",2016
Fire and Rescue Services,"93,687.79",2016
Engineering Services,"80,906.15",2016
Engineering Services,"85,377.09",2016
Engineering Services,"84,328.45",2016
"IT, Digital Strategy & 311","122,584.71",2016
Fire and Rescue Services,"93,216.50",2016
Board of Parks & Recreation,"77,388.36",2016
"Finance, Risk&Supply Chain Mgt","123,810.07",2016
Engineering Services,"88,380.12",2016
Engineering Services,"77,387.06",2016
Engineering Services,"75,866.66",2016
Engineering Services,"77,760.42",2016
Fire and Rescue Services,"90,271.82",2016
Office of the City Manager,"92,613.44",2016
"Dev Svcs, Bldg & Licensing","80,975.82",2016
Engineering Services,"114,785.10",2016
Engineering Services,"80,096.81",2016
Office of the City Manager,"93,716.85",2016
Fire and Rescue Services,"97,405.43",2016
Engineering Services,"83,280.55",2016
Fire and Rescue Services,"95,841.96",2016
"Dev Svcs, Bldg & Licensing","86,363.87",2016
Fire and Rescue Services,"107,013.78",2016
Engineering Services,"78,406.73",2016
Community Services,"89,589.63",2016
Human Resources,"95,989.96",2016
Office of the City Manager,"98,618.82",2016
Fire and Rescue Services,"120,602.54",2016
Engineering Services,"111,160.13",2016
Fire and Rescue Services,"99,479.48",2016
Fire and Rescue Services,"152,415.19",2016
Fire and Rescue Services,"98,155.04",2016
Board of Parks & Recreation,"75,448.73",2016
Community Services,"93,316.62",2016
Engineering Services,"96,231.32",2016
Vancouver Public Library Board,"92,196.96",2016
Engineering Services,"77,611.15",2016
Board of Parks & Recreation,"123,048.18",2016
Fire and Rescue Services,"99,324.87",2016
"Finance, Risk & Supply Chain Mgt","123,648.15",2016
Engineering Services,"170,432.44",2016
"Dev Svcs, Bldg & Licensing","97,131.75",2016
"Dev Svcs, Bldg & Licensing","92,062.64",2016
Engineering Services,"111,076.78",2016
Fire and Rescue Services,"94,017.34",2016
"Planning, Urban Des & Sustain","107,157.93",2016
Fire and Rescue Services,"96,772.15",2016
Real Estate & Facilities Mgmt,"102,128.55",2016
Fire and Rescue Services,"107,317.40",2016
Engineering Services,"75,600.90",2016
Fire and Rescue Services,"91,485.65",2016
"Planning, Urban Des & Sustain","100,593.85",2016
"Finance, Risk & Supply Chain Mgt","88,363.44",2016
"IT, Digital Strategy & 311","103,046.94",2016
"IT, Digital Strategy & 311","76,268.51",2016
Fire and Rescue Services,"111,004.09",2016
Engineering Services,"82,177.55",2016
Fire and Rescue Services,"102,691.80",2016
Fire and Rescue Services,"88,515.02",2016
Board of Parks & Recreation,"82,226.48",2016
"Planning, Urban Des & Sustain","105,713.19",2016
"Finance, Risk & Supply Chain Mgt","116,276.25",2016
Fire and Rescue Services,"104,767.14",2016
"Dev Svcs, Bldg & Licensing","126,319.47",2016
Fire and Rescue Services,"118,219.19",2016
Fire and Rescue Services,"114,727.19",2016
Human Resources,"135,682.04",2016
Engineering Services,"92,148.97",2016
Real Estate & Facilities Mgmt,"116,276.28",2016
Fire and Rescue Services,"114,329.21",2016
"Dev Svcs, Bldg & Licensing","93,016.12",2016
Fire and Rescue Services,"92,812.83",2016
Engineering Services,"109,598.32",2016
"Finance, Risk & Supply Chain Mgt","190,574.28",2016
"Finance, Risk & Supply Chain Mgt","86,493.24",2016
Fire and Rescue Services,"107,621.23",2016
Fire and Rescue Services,"89,950.42",2016
Fire and Rescue Services,"96,196.00",2016
"Dev Svcs, Bldg & Licensing","161,780.15",2016
Fire and Rescue Services,"98,196.74",2016
Fire and Rescue Services,"120,715.26",2016
"Finance, Risk & Supply Chain Mgt","75,664.82",2016
Engineering Services,"83,593.52",2016
Engineering Services,"81,274.19",2016
Engineering Services,"81,947.82",2016
Engineering Services,"86,498.52",2016
Fire and Rescue Services,"103,093.07",2016
Community Services,"99,797.69",2016
Engineering Services,"85,346.71",2016
Fire and Rescue Services,"115,177.40",2016
Fire and Rescue Services,"97,935.84",2016
Human Resources,"101,369.83",2016
Engineering Services,"86,734.72",2016
Engineering Services,"78,519.96",2016
Fire and Rescue Services,"95,232.04",2016
"Finance, Risk & Supply Chain Mgt","115,410.21",2016
Office of the City Manager,"83,577.16",2016
Human Resources,"79,153.84",2016
Engineering Services,"82,894.47",2016
Engineering Services,"111,441.24",2016
"IT, Digital Strategy & 311","122,121.24",2016
Engineering Services,"81,580.06",2016
Human Resources,"77,813.69",2016
Board of Parks & Recreation,"75,719.89",2016
"Finance, Risk & Supply Chain Mgt","82,067.80",2016
Fire and Rescue Services,"94,960.80",2016
Board of Parks & Recreation,"77,973.01",2016
Fire and Rescue Services,"90,392.80",2016
Fire and Rescue Services,"95,169.19",2016
Fire and Rescue Services,"123,556.60",2016
"Finance, Risk & Supply Chain Mgt","123,048.18",2016
Fire and Rescue Services,"114,716.84",2016
Fire and Rescue Services,"92,693.92",2016
"Dev Svcs, Bldg & Licensing","87,087.81",2016
"IT, Digital Strategy & 311","119,350.09",2016
Real Estate & Facilities Mgmt,"138,156.11",2016
"Finance, Risk & Supply Chain Mgt","96,024.60",2016
Engineering Services,"76,615.43",2016
Board of Parks & Recreation,"77,411.06",2016
Engineering Services,"144,940.80",2016
"Dev Svcs, Bldg & Licensing","95,566.07",2016
Engineering Services,"171,633.50",2016
Fire and Rescue Services,"102,346.14",2016
Engineering Services,"94,028.20",2016
Fire and Rescue Services,"106,782.91",2016
Vancouver Public Library Board,"78,059.85",2016
Real Estate & Facilities Mgmt,"137,971.20",2016
Fire and Rescue Services,"93,658.56",2016
Engineering Services,"85,903.48",2016
"Dev Svcs, Bldg & Licensing","92,062.63",2016
Human Resources,"103,046.95",2016
Engineering Services,"113,482.69",2016
Engineering Services,"80,888.03",2016
Fire and Rescue Services,"113,003.41",2016
Fire and Rescue Services,"127,230.85",2016
Engineering Services,"99,820.88",2016
Fire and Rescue Services,"75,148.46",2016
Engineering Services,"90,081.64",2016
Engineering Services,"80,991.74",2016
Fire and Rescue Services,"116,374.02",2016
Fire and Rescue Services,"95,657.32",2016
Engineering Services,"164,820.40",2016
Fire and Rescue Services,"100,893.54",2016
Real Estate & Facilities Mgmt,"78,084.41",2016
"Dev Svcs, Bldg & Licensing","113,970.24",2016
Engineering Services,"82,658.63",2016
Engineering Services,"90,041.48",2016
Fire and Rescue Services,"119,647.81",2016
Fire and Rescue Services,"103,547.08",2016
Human Resources,"101,860.96",2016
Engineering Services,"132,086.25",2016
Real Estate & Facilities Mgmt,"77,719.81",2016
Office of the City Manager,"86,074.94",2016
Fire and Rescue Services,"96,392.20",2016
Engineering Services,"91,988.15",2016
Fire and Rescue Services,"92,443.62",2016
Engineering Services,"95,672.41",2016
"Planning, Urban Des & Sustain","121,744.86",2016
Human Resources,"103,407.94",2016
Fire and Rescue Services,"104,858.43",2016
"IT, Digital Strategy & 311","135,636.00",2016
Engineering Services,"84,242.33",2016
Fire and Rescue Services,"106,238.82",2016
Fire and Rescue Services,"96,450.68",2016
Fire and Rescue Services,"96,287.16",2016
Engineering Services,"133,037.81",2016
Fire and Rescue Services,"112,733.21",2016
"IT, Digital Strategy & 311","91,332.66",2016
Fire and Rescue Services,"83,567.87",2016
Fire and Rescue Services,"105,064.36",2016
"IT, Digital Strategy & 311","86,574.63",2016
Board of Parks & Recreation,"156,073.34",2016
Real Estate & Facilities Mgmt,"94,164.96",2016
Real Estate & Facilities Mgmt,"78,721.93",2016
Vancouver Public Library Board,"96,237.13",2016
Board of Parks & Recreation,"85,322.47",2016
"Planning, Urban Des & Sustain","92,897.68",2016
Fire and Rescue Services,"119,662.89",2016
Fire and Rescue Services,"94,857.68",2016
Vancouver Public Library Board,"227,471.15",2016
Fire and Rescue Services,"75,427.58",2016
Engineering Services,"78,319.02",2016
Fire and Rescue Services,"93,357.70",2016
Engineering Services,"79,789.73",2016
Engineering Services,"78,987.98",2016
Fire and Rescue Services,"107,116.33",2016
Fire and Rescue Services,"93,498.66",2016
Engineering Services,"86,025.13",2016
Engineering Services,"84,463.82",2016
Fire and Rescue Services,"100,505.31",2016
"Dev Svcs, Bldg & Licensing","90,712.62",2016
"Finance, Risk & Supply Chain Mgt","116,215.06",2016
"Dev Svcs, Bldg & Licensing","105,186.90",2016
"Planning, Urban Des & Sustain","160,035.69",2016
Engineering Services,"78,930.46",2016
Human Resources,"88,432.69",2016
Vancouver Public Library Board,"154,363.38",2016
Fire and Rescue Services,"102,842.34",2016
Fire and Rescue Services,"102,347.70",2016
Real Estate & Facilities Mgmt,"114,111.15",2016
Fire and Rescue Services,"118,531.45",2016
"Finance, Risk & Supply Chain Mgt","102,279.74",2016
Real Estate & Facilities Mgmt,"114,640.34",2016
Community Services,"86,664.48",2016
"IT, Digital Strategy & 311","78,964.56",2016
"Finance, Risk & Supply Chain Mgt","113,919.06",2016
"Dev Svcs, Bldg & Licensing","100,327.08",2016
Engineering Services,"116,276.25",2016
Fire and Rescue Services,"127,576.01",2016
Board of Parks & Recreation,"75,664.82",2016
Fire and Rescue Services,"115,777.73",2016
"IT, Digital Strategy & 311","103,301.95",2016
Fire and Rescue Services,"97,760.87",2016
"Finance, Risk & Supply Chain Mgt","83,087.54",2016
"IT, Digital Strategy & 311","117,498.31",2016
Real Estate & Facilities Mgmt,"78,737.07",2016
Board of Parks & Recreation,"77,031.53",2016
Board of Parks & Recreation,"79,305.52",2016
Fire and Rescue Services,"106,812.14",2016
"Planning, Urban Des & Sustain","110,758.58",2016
"Dev Svcs, Bldg & Licensing","91,936.62",2016
"Dev Svcs, Bldg & Licensing","92,038.04",2016
Office of the City Manager,"131,774.46",2016
Fire and Rescue Services,"90,322.28",2016
Engineering Services,"77,959.15",2016
Engineering Services,"82,094.37",2016
Fire and Rescue Services,"93,461.66",2016
Board of Parks & Recreation,"80,270.02",2016
Office of the City Manager,"105,534.41",2016
"Planning, Urban Des & Sustain","114,291.98",2016
"IT, Digital Strategy & 311","103,270.52",2016
Real Estate & Facilities Mgmt,"77,462.95",2016
Fire and Rescue Services,"95,976.62",2016
Fire and Rescue Services,"92,280.22",2016
Fire and Rescue Services,"143,531.79",2016
Fire and Rescue Services,"99,445.50",2016
Fire and Rescue Services,"92,951.85",2016
Fire and Rescue Services,"90,747.54",2016
Fire and Rescue Services,"106,882.23",2016
Fire and Rescue Services,"102,227.38",2016
"Dev Svcs, Bldg & Licensing","92,062.62",2016
Fire and Rescue Services,"96,456.15",2016
Real Estate & Facilities Mgmt,"79,902.90",2016
Engineering Services,"96,999.64",2016
Engineering Services,"83,538.70",2016
Board of Parks & Recreation,"106,293.84",2016
Engineering Services,"92,179.19",2016
Fire and Rescue Services,"95,627.94",2016
Fire and Rescue Services,"91,954.46",2016
Office of the City Manager,"159,524.24",2016
Community Services,"92,032.93",2016
Board of Parks & Recreation,"82,782.72",2016
Engineering Services,"83,959.35",2016
Fire and Rescue Services,"90,268.80",2016
Engineering Services,"85,149.88",2016
Fire and Rescue Services,"112,700.52",2016
Fire and Rescue Services,"101,442.16",2016
Engineering Services,"131,451.76",2016
Engineering Services,"78,471.90",2016
Engineering Services,"84,251.40",2016
Fire and Rescue Services,"87,506.12",2016
"Planning, Urban Des & Sustain","91,944.59",2016
Fire and Rescue Services,"97,724.62",2016
Fire and Rescue Services,"92,730.54",2016
Fire and Rescue Services,"123,310.43",2016
Fire and Rescue Services,"93,286.38",2016
Fire and Rescue Services,"117,012.77",2016
"Finance, Risk & Supply Chain Mgt","115,525.79",2016
"Dev Svcs, Bldg & Licensing","85,108.73",2016
Fire and Rescue Services,"107,334.87",2016
Engineering Services,"103,046.94",2016
Engineering Services,"80,408.73",2016
Fire and Rescue Services,"115,363.98",2016
Board of Parks & Recreation,"78,452.09",2016
Engineering Services,"139,045.84",2016
Fire and Rescue Services,"91,782.01",2016
Board of Parks & Recreation,"78,580.07",2016
Board of Parks & Recreation,"83,296.44",2016
Engineering Services,"133,186.13",2016
Board of Parks & Recreation,"92,947.64",2016
Engineering Services,"93,127.93",2016
Fire and Rescue Services,"91,959.48",2016
Engineering Services,"110,431.28",2016
Engineering Services,"84,955.11",2016
"IT, Digital Strategy & 311","102,661.15",2016
Engineering Services,"84,758.28",2016
Fire and Rescue Services,"89,204.52",2016
Fire and Rescue Services,"85,426.04",2016
"IT, Digital Strategy & 311","113,208.01",2016
"IT, Digital Strategy & 311","79,885.67",2016
"IT, Digital Strategy & 311","79,747.23",2016
Board of Parks & Recreation,"81,013.77",2016
"IT, Digital Strategy & 311","116,095.08",2016
Office of the City Manager,"84,856.07",2016
"IT, Digital Strategy & 311","76,593.95",2016
"Finance, Risk & Supply Chain Mgt","114,637.82",2016
Fire and Rescue Services,"131,636.10",2016
"IT, Digital Strategy & 311","101,896.15",2016
Office of the City Manager,"97,979.69",2016
"Dev Svcs, Bldg & Licensing","83,973.16",2016
Fire and Rescue Services,"93,261.86",2016
Board of Parks & Recreation,"78,998.61",2016
"IT, Digital Strategy & 311","95,860.32",2016
"Finance, Risk & Supply Chain Mgt","75,068.82",2016
"IT, Digital Strategy & 311","77,707.06",2016
Board of Parks & Recreation,"82,453.49",2016
Engineering Services,"79,870.79",2016
Engineering Services,"78,985.06",2016
Board of Parks & Recreation,"78,631.07",2016
Engineering Services,"82,584.99",2016
Real Estate & Facilities Mgmt,"100,960.53",2016
Fire and Rescue Services,"90,215.35",2016
Engineering Services,"78,062.06",2016
Office of the City Manager,"93,118.51",2016
Fire and Rescue Services,"92,887.15",2016
Fire and Rescue Services,"88,756.95",2016
"Dev Svcs, Bldg & Licensing","92,676.68",2016
Fire and Rescue Services,"110,923.54",2016
"IT, Digital Strategy & 311","102,279.74",2016
Engineering Services,"80,882.73",2016
"IT, Digital Strategy & 311","75,750.82",2016
Engineering Services,"128,318.01",2016
Engineering Services,"80,627.24",2016
Engineering Services,"82,887.24",2016
Vancouver Public Library Board,"80,400.26",2016
Engineering Services,"101,896.15",2016
Fire and Rescue Services,"100,623.29",2016
"Dev Svcs, Bldg & Licensing","132,964.88",2016
Vancouver Public Library Board,"90,920.09",2016
Fire and Rescue Services,"106,084.24",2016
"Dev Svcs, Bldg & Licensing","86,237.88",2016
Fire and Rescue Services,"112,851.91",2016
Engineering Services,"81,628.66",2016
